00100374 TerminatedCString /lib64/ld-linux-x86-64.so.2
00100a09 string-utf8 _ITM_deregisterTMCloneTable
00100a25 string-utf8 __gmon_start__
00100a34 string-utf8 _ITM_registerTMCloneTable
00100a4e string-utf8 pcap_fileno
00100a5a string-utf8 pcap_setnonblock
00100a6b string-utf8 pcap_geterr
00100a77 string-utf8 pcap_freecode
00100a85 string-utf8 pcap_setfilter
00100a94 string-utf8 pcap_datalink
00100aa2 string-utf8 pcap_inject
00100aae string-utf8 pcap_next_ex
00100abb string-utf8 pcap_compile
00100ac8 string-utf8 pcap_open_live
00100ad7 string-utf8 sqrt
00100adc string-utf8 fgets
00100ae2 string-utf8 stdin
00100ae8 string-utf8 puts
00100aed string-utf8 perror
00100af4 string-utf8 strncpy
00100afc string-utf8 __stack_chk_fail
00100b0d string-utf8 __printf_chk
00100b1a string-utf8 free
00100b1f string-utf8 exit
00100b24 string-utf8 setgid
00100b2b string-utf8 freeaddrinfo
00100b38 string-utf8 getaddrinfo
00100b44 string-utf8 sigaction
00100b4e string-utf8 __longjmp_chk
00100b5c string-utf8 if_nametoindex
00100b6b string-utf8 bind
00100b70 string-utf8 setuid
00100b77 string-utf8 putchar
00100b7f string-utf8 gettimeofday
00100b8c string-utf8 __isoc23_sscanf
00100b9c string-utf8 socket
00100ba3 string-utf8 __sigsetjmp
00100baf string-utf8 __isoc23_strtol
00100bbf string-utf8 if_indextoname
00100bce string-utf8 getpid
00100bd5 string-utf8 recv
00100bda string-utf8 optarg
00100be1 string-utf8 getpwnam
00100bea string-utf8 malloc
00100bf1 string-utf8 __libc_start_main
00100c03 string-utf8 srandom
00100c0b string-utf8 sendmsg
00100c13 string-utf8 inet_ntop
00100c1d string-utf8 __cxa_finalize
00100c2c string-utf8 getgid
00100c33 string-utf8 calloc
00100c3a string-utf8 memset
00100c41 string-utf8 __isoc23_strtoul
00100c52 string-utf8 close
00100c58 string-utf8 __snprintf_chk
00100c67 string-utf8 getuid
00100c6e string-utf8 sigemptyset
00100c7a string-utf8 memcpy
00100c81 string-utf8 strcmp
00100c88 string-utf8 getifaddrs
00100c93 string-utf8 inet_pton
00100c9d string-utf8 getopt_long
00100ca9 string-utf8 freeifaddrs
00100cb5 string-utf8 strtok_r
00100cbe string-utf8 strncmp
00100cc6 string-utf8 alarm
00100ccc string-utf8 libpcap.so.0.8
00100cdb string-utf8 libm.so.6
00100ce5 string-utf8 libc.so.6
00100cef string-utf8 GLIBC_2.2.5
00100cfb string-utf8 GLIBC_2.14
00100d06 string-utf8 GLIBC_2.34
00100d11 string-utf8 GLIBC_2.4
00100d1b string-utf8 GLIBC_2.38
00100d26 string-utf8 GLIBC_2.3
00100d30 string-utf8 GLIBC_2.3.4
00100d3c string-utf8 GLIBC_2.11
0010e2fc string teredo
0010e303 string global
0010e30a string unique-local
0010e317 string site-local
0010e322 string link-local
0010e32d string ipv4-compatible
0010e33d string ipv4-mapped
0010e34e string unspecified
0010e35a string unicast
0010e362 string multicast
0010e36c string non-permanent
0010e37a string invalid
0010e382 string unicast-based
0010e390 string embedded-rp
0010e39c string unknown
0010e3a4 string isatap
0010e3ab string rfc5991
0010e3b3 string embedded-port
0010e3c1 string embedded-ipv4-64
0010e3d2 string embedded-ipv4
0010e3e0 string ieee-derived
0010e3ed string rfc4380
0010e3f5 string randomized
0010e400 string pattern-bytes
0010e40e string low-byte
0010e417 string port-fwd
0010e420 string embedded-ipv4-32
0010e431 string loopback
0010e43a string reserved
0010e443 string unassigned
0010e453 string admin
0010e45e string organization
0010e46b string interface
0010e475 string %02x-%02x-%02x
0010e484 string %s=%s=%s=%s=%s 
0010e494 string Total IPv6 addresses: %lu 
0010e4af string ** IPv6 Unicast Addresses ** 
0010e4cd string Total IIDs analyzed: %u 
0010e4e6 string + Multicast Address Types +
0010e502 string + Multicast Address Scopes +
0010e523 string Error in Prefix
0010e533 string Missing Prefix Length
0010e549 string addr6
0010e54f string unspec
0010e556 string interface-local
0010e566 string admin-local
0010e572 string organization-local
0010e585 string ipv4-compat
0010e595 string normal
0010e5a1 string ISATAP
0010e5a8 string ipv4-all
0010e5b1 string embed-port
0010e5bc string embed-port-rev
0010e5cb string embed-port-all
0010e5da string lowbyte
0010e5e2 string byte-pattern
0010e5ef string bytepattern
0010e5fb string random
0010e602 string /%u:/%u:%u%%
0010e60f string %u:%u:%u%%
0010e61a string N1: %u, N2: %u 
0010e62a string Not enough memory
0010e63c string Error: Invalid IPv6 address
0010e658 string REJECT
0010e65f string ACCEPT
0010e66a string %s%s 
0010e670 string %02x%s
0010e677 string 0x00-0xff%s
0010e683 string A%08x: 
0010e698 string %08x 
0010e69e string gen-addr
0010e6a7 string stdin
0010e6ad string print-canonic
0010e6bb string print-decode
0010e6c8 string print-fixed
0010e6d4 string print-reverse
0010e6e2 string print-stats
0010e6ee string print-pattern
0010e6fc string print-response
0010e70b string block-dup
0010e715 string print-unique
0010e722 string print-uni-preflen
0010e734 string block-dup-preflen
0010e746 string accept
0010e74d string accept-type
0010e759 string accept-scope
0010e766 string accept-utype
0010e773 string accept-iid
0010e77e string block
0010e784 string block-type
0010e78f string block-scope
0010e79b string block-utype
0010e7a7 string block-iid
0010e7b1 string verbose
0010e7be string %02x:%02x:%02x:%02x:%02x:%02x
0010e7dc string %x:%x:%x:%x:%x:%x
0010e7ee string pcap_compile(): %s
0010e801 string pcap_setfilter(): %s
0010e816 string pcap_inject(): %s 
0010e829 string pcap_next_ex(): %s
0010e83c string %s/%u   
0010e845 string %s   
0010e84b string accepted
0010e854 string blocked
0010e85c string nobody
0010e863 string FF02::2
0010e86b string 33:33:00:00:00:02
0010e885 string 33:33:00:00:00:01
0010e897 string Error in socket()
0010e8a9 string Error in bind()
0010e8b9 string Error in send()
0010e8c9 string Error in recv()
0010e8db string %01x.%01x%s
0010e8e7 string Error in call to getifaddrs()
0010e905 string TUNNEL
0010e90c string  LOOPBACK
0010e916 string DEBUG: Link address: %s 
0010e92f string DEBUG: Global addresses:
0010e948 string DEBUG: %s 
0010e953 string DEBUG: Local addresses:
0010e96b string pcap_open_live(%s): %s 
0010e983 string pcap_setnonblock(): %s 
0010e99b string Link-local addresses:
0010e9b6 string %02x 
0010e9c0 string usage: addr6 (-i | -a) [-c | -d | -r | -s | -q] [-v] [-h]
0010ea00 string SI6 Networks' IPv6 Toolkit 2.2
0010ea20 string addr6: An IPv6 address analysis and conversion tool 
0010ea58 string  OPTIONS:   --address, -a             IPv6 address to be decoded   --gen-addr, -A            Generate a randmized address for the specified prefix   --stdin, -i               Read IPv6 addresses from stdin (standard input)   --print-fixed, -f         Print addresses in expanded/fixed format   --print-canonic, -c       Print IPv6 addresses in canonic form   --print-reverse, -r       Print reversed IPv6 address   --print-decode, -d        Decode IPv6 addresses   --print-stats, -s         Print statistics about IPv6 addresses   --print-response, -R      Print result of address filters   --print-pattern, -x       Analyze addresses pattern   --print-uni-preflen, -P   Print unique prefixes of a specified length   --block-dup, -q           Discard duplicate IPv6 addresses   --block-dup-preflen, -p   Discard duplicate prefixes of specified length   --accept, -j              Accept IPv6 addresses from specified IPv6 prefix   --accept-type, -b         Accept IPv6 addresses of specified type   --accept-scope, -k        Accept IPv6 addresses of specified scope   --accept-utype, -w        Accept IPv6 unicast addresses of specified type   --accept-iid, -g          Accept IPv6 addresses with IIDs of specified type   --block, -J               Block IPv6 addresses from specified IPv6 prefix   --block-type, -B          Block IPv6 addresses of specified type   --block-scope, -K         Block IPv6 addresses of specified scope   --block-utype, -W         Block IPv6 unicast addresses of specified type   --block-iid, -G           Block IPv6 addresses with IIDs of specified type   --verbose, -v             Be verbose   --help, -h                Print help for the addr6 tool   Programmed by Fernando Gont for SI6 Networks <https://www.si6networks.com>  Please send any bug reports to <fgont@si6networks.com> 
0010f170 string  ** IPv6 General Address Analysis ** 
0010f198 string Unicast:      %11lu (%6.2f%%)	Multicast:    %11lu (%6.2f%%) 
0010f1d8 string Unspec.:      %11lu (%6.2f%%)  
