00100374 TerminatedCString /lib64/ld-linux-x86-64.so.2
001009b9 string-utf8 _ITM_deregisterTMCloneTable
001009d5 string-utf8 xmalloc
001009dd string-utf8 __gmon_start__
001009ec string-utf8 kpse_fopen_trace
001009fd string-utf8 _ITM_registerTMCloneTable
00100a17 string-utf8 get_enc_string
00100a26 string-utf8 fromDVI
00100a2e string-utf8 set_enc_string
00100a3d string-utf8 toDVI
00100a43 string-utf8 UCStoUTF8
00100a4d string-utf8 fputs2
00100a54 string-utf8 UVS_get_codepoint_in_sequence
00100a72 string-utf8 enable_UPTEX
00100a7f string-utf8 putc2
00100a85 string-utf8 ismultichr
00100a90 string-utf8 set_prior_file_enc
00100aa3 string-utf8 toBUFF
00100aaa string-utf8 iskanji1
00100ab3 string-utf8 iskanji2
00100abc string-utf8 ptexenc_version_string
00100ad3 string-utf8 UVS_get_codepoint_length
00100aec string-utf8 is_internalUPTEX
00100afd string-utf8 kpse_find_file
00100b0c string-utf8 atou
00100b11 string-utf8 kpse_program_basename
00100b27 string-utf8 xfseek
00100b2e string-utf8 xftell
00100b35 string-utf8 kpathsea_version_string
00100b4d string-utf8 xfopen
00100b54 string-utf8 extend_filename
00100b64 string-utf8 kpse_set_program_name
00100b7a string-utf8 xfclose
00100b82 string-utf8 optind
00100b89 string-utf8 putc
00100b8e string-utf8 getopt_long_only
00100b9f string-utf8 ungetc
00100ba6 string-utf8 strncpy
00100bae string-utf8 __stack_chk_fail
00100bbf string-utf8 __printf_chk
00100bcc string-utf8 free
00100bd1 string-utf8 exit
00100bd6 string-utf8 __assert_fail
00100be4 string-utf8 strrchr
00100bec string-utf8 putchar
00100bf4 string-utf8 strtod
00100bfb string-utf8 strlen
00100c02 string-utf8 feof
00100c07 string-utf8 __isoc23_strtol
00100c17 string-utf8 stdout
00100c1e string-utf8 optarg
00100c25 string-utf8 __sprintf_chk
00100c33 string-utf8 __fprintf_chk
00100c41 string-utf8 __libc_start_main
00100c53 string-utf8 stderr
00100c5a string-utf8 __cxa_finalize
00100c69 string-utf8 strchr
00100c70 string-utf8 getenv
00100c77 string-utf8 fputs
00100c7d string-utf8 fwrite
00100c84 string-utf8 strcmp
00100c8b string-utf8 libptexenc.so.1
00100c9b string-utf8 libkpathsea.so.6
00100cac string-utf8 libc.so.6
00100cb6 string-utf8 GLIBC_2.3.4
00100cc2 string-utf8 GLIBC_2.38
00100ccd string-utf8 GLIBC_2.4
00100cd7 string-utf8 GLIBC_2.34
00100ce2 string-utf8 GLIBC_2.2.5
0010b009 string output-level
0010b016 string page-start
0010b021 string max-pages
0010b02f string magnification
0010b03d string show-opcodes
0010b04a string kanji
0010b050 string updvitype
0010b05a string issue@texjp.org
0010b06a string D.E. Knuth
0010b078 string Bad kanji encoding "
0010b08f string %s%s 
0010b09c string UNDEFINED!
0010b0a7 string  (JFM
0010b0ad string  tate
0010b0b3 string  (OFM level
0010b0bf string %s%ld%s 
0010b0c8 string Font 
0010b0ce string null font name!
0010b0de string  scaled 
0010b0e7 string ---not loaded, bad scale (
0010b102 string  vs. 
0010b111 string  DVI units
0010b11c string ---loaded at size 
0010b132 string  (this font is magnified 
0010b151 string %ld%s%s%ld%c%ld
0010b164 string %ld%s%c%ld%c%ld
0010b174 string fntnum
0010b17b string %ld%s%s%ld
0010b18a string fntdef
0010b191 string xxx '
0010b197 string %ld%s%s
0010b19f string string of negative length!
0010b1bf string undefined command 
0010b1d2 string %ld%s%s%ld%c
0010b1e1 string %s%ld%c
0010b1e9 string %ld%s%s%ld%s%ld
0010b1fe string %c%s%ld%s%ld
0010b210 string %ld%c%ld%s%ld
0010b21e string , vv:=
0010b225 string warning: |v|>
0010b238 string , hh:=
0010b23f string warning: |h|>
0010b24d string invalid font selection: font 
0010b26b string %ld%s%s%ld%s
0010b278 string  was never defined!
0010b28e string %s%ld%s
0010b296 string  current font is 
0010b2a8 string the file ended prematurely
0010b2c3 string Bad DVI file: 
0010b2d2 string %s%s%c 
0010b2da string setchar
0010b2ea string  type=
0010b2f1 string setrule
0010b2f9 string putrule
0010b30a string bop occurred before eop!
0010b330 string (illegal at level zero)!
0010b349 string right
0010b34f string character 
0010b35a string  invalid in font 
0010b36c string , width 
0010b375 string  height 
0010b37e string  (invisible)
0010b38b string %s%ld%c%ld%s
0010b398 string  pixels)
0010b3a6 string level 
0010b3cf string %s%ld%s%ld%c
0010b3dc string %s%s%ld%s%c 
0010b3e9 string  is not bop
0010b3f5 string  should be 
0010b401 string backpointer in byte 
0010b416 string illegal command at byte 
0010b42f string %s%s%ld%c 
0010b43a string Postamble starts at byte 
0010b454 string , maxh=
0010b45c string maxv=
0010b462 string , totalpages=
0010b470 string , maxstackdepth=
0010b481 string %s%ld%s%ld 
0010b48d string pTeX DVI (id=
0010b49b string warning: observed maxv was 
